filename	chr	Arm	arm_size.y	type	sv_count	sv_size_sum	chr_arm_length_mb	sv_rate	sv_proportion	region
6298B	chr13	q	97043744	INV	1	0.002553	97.043744	0.0103046312805079	2.63077236591366e-05	chr13q
6298B	chr14	p	11400261	DEL	1	0.00592	11.400261	0.0877172899813434	0.000519286356689553	chr14p
6298B	chr14	q	89761231	DEL	6	0.076747	89.761231	0.0668440030640845	0.000855012783859883	chr14q
6298B	chr14	q	89761231	DUP	1	0.768965	89.761231	0.0111406671773474	0.00856678313602896	chr14q
6298B	chr14	q	89761231	INS	1	1e-06	89.761231	0.0111406671773474	1.11406671773474e-08	chr14q
6298B	chr15	q	82566565	DEL	4	0.004613	82.566565	0.0484457600967171	5.5870072831539e-05	chr15q
6298B	chr15	q	82566565	INS	2	2e-06	82.566565	0.0242228800483586	2.42228800483586e-08	chr15q
6298B	chr15	q	82566565	INV	1	0.002307	82.566565	0.0121114400241793	2.79410921357816e-05	chr15q
6298B	chr16	p	36838903	DEL	3	0.007578	36.838903	0.0814356496989066	0.000205706451139438	chr16p
6298B	chr16	p	36838903	DUP	1	0.011876	36.838903	0.0271452165663022	0.000322376591941405	chr16p
6298B	chr16	p	36838903	INS	3	3e-06	36.838903	0.0814356496989066	8.14356496989066e-08	chr16p
6298B	chr16	q	59491471	DEL	2	0.013562	59.491471	0.0336182643727199	0.000227965450711414	chr16q
6298B	chr16	q	59491471	INV	1	0.000431	59.491471	0.01680913218636	7.24473597232114e-06	chr16q
6298B	chr17	q	58587218	DEL	3	19.571478	58.587218	0.0512057083850611	0.334057131710879	chr17q
6298B	chr17	q	58587218	DUP	3	0.009337	58.587218	0.0512057083850611	0.000159369233063772	chr17q
6298B	chr17	q	58587218	INS	1	1e-06	58.587218	0.017068569461687	1.7068569461687e-08	chr17q
6298B	chr18	p	18449624	INS	2	2e-06	18.449624	0.108403293205325	1.08403293205325e-07	chr18p
6298B	chr18	q	62092914	DEL	2	0.000863	62.092914	0.0322097945024774	1.3898526327819e-05	chr18q
6298B	chr18	q	62092914	INS	1	1e-06	62.092914	0.0161048972512387	1.61048972512387e-08	chr18q
6298B	chr19	p	27792923	DEL	1	0.00317	27.792923	0.0359803824880168	0.000114057812487013	chr19p
6298B	chr19	p	27792923	DUP	1	8e-05	27.792923	0.0359803824880168	2.87843059904135e-06	chr19p
6298B	chr19	p	27792923	INS	3	3e-06	27.792923	0.10794114746405	1.0794114746405e-07	chr19p
6298B	chr19	q	33914441	DEL	2	0.000169	33.914441	0.0589719288016571	4.98312798374002e-06	chr19q
6298B	chr2	p	93503283	DEL	4	0.035984	93.503283	0.0427792465853846	0.00038484210228212	chr2p
6298B	chr2	p	93503283	INS	1	1e-06	93.503283	0.0106948116463462	1.06948116463462e-08	chr2p
6298B	chr2	q	149193469	DEL	5	0.022047	149.193469	0.0335135313463353	0.000147774565118531	chr2q
6298B	chr2	q	149193469	INS	4	4e-06	149.193469	0.0268108250770682	2.68108250770682e-08	chr2q
6298B	chr20	p	28012753	DUP	2	0.024924	28.012753	0.0713960530762542	0.00088973761343628	chr20p
6298B	chr20	p	28012753	INS	1	1e-06	28.012753	0.0356980265381271	3.56980265381271e-08	chr20p
6298B	chr20	p	28012753	INV	1	0.000618	28.012753	0.0356980265381271	2.20613804005626e-05	chr20p
6298B	chr20	q	38197502	DEL	2	0.004664	38.197502	0.0523594448663161	0.000122102225428249	chr20q
6298B	chr20	q	38197502	INS	1	1e-06	38.197502	0.0261797224331581	2.61797224331581e-08	chr20q
6298B	chr21	p	11134529	DEL	1	0.104583	11.134529	0.0898107140409801	0.00939267390654782	chr21p
6298B	chr21	q	33956153	DEL	3	0.006029	33.956153	0.0883492308448487	0.000177552504254531	chr21q
6298B	chr21	q	33956153	DUP	1	0.024236	33.956153	0.0294497436149496	0.000713743986251917	chr21q
6298B	chr22	q	37075304	DEL	1	0.001047	37.075304	0.0269721321772574	2.82398223895885e-05	chr22q
6298B	chr22	q	37075304	INS	2	2e-06	37.075304	0.0539442643545148	5.39442643545148e-08	chr22q
6298B	chr3	p	94076514	DEL	4	0.027392	94.076514	0.0425185822680462	0.00029116725137158	chr3p
6298B	chr3	p	94076514	DUP	1	0.000624	94.076514	0.0106296455670115	6.63289883381521e-06	chr3p
6298B	chr3	p	94076514	INS	2	2e-06	94.076514	0.0212592911340231	2.12592911340231e-08	chr3p
6298B	chr3	q	107029434	DEL	7	0.192457	107.029434	0.0654025695398894	0.0017981689037055	chr3q
6298B	chr3	q	107029434	INS	2	2e-06	107.029434	0.0186864484399684	1.86864484399684e-08	chr3q
6298B	chr4	p	52452474	INS	1	1e-06	52.452474	0.0190648776643024	1.90648776643024e-08	chr4p
6298B	chr4	q	141122471	DEL	6	0.029461	141.122471	0.0425162623463417	0.000208761934164262	chr4q
6298B	chr4	q	141122471	INS	6	6e-06	141.122471	0.0425162623463417	4.25162623463417e-08	chr4q
6298B	chr5	p	48317879	DEL	2	0.033064	48.317879	0.0413925453971189	0.00068430156050517	chr5p
6298B	chr5	p	48317879	DUP	2	0.013879	48.317879	0.0413925453971189	0.000287243568783307	chr5p
6298B	chr5	p	48317879	INS	1	1e-06	48.317879	0.0206962726985595	2.06962726985595e-08	chr5p
6298B	chr5	q	133727560	DUP	1	0.00639	133.72756	0.00747789012227547	4.77837178813402e-05	chr5q
6298B	chr5	q	133727560	INS	1	1e-06	133.72756	0.00747789012227547	7.47789012227547e-09	chr5q
6298B	chr6	p	59672548	DEL	4	0.009952	59.672548	0.0670324987630828	0.00016677685692255	chr6p
6298B	chr6	p	59672548	INS	3	3e-06	59.672548	0.0502743740723121	5.02743740723121e-08	chr6p
6298B	chr6	p	59672548	INV	1	0.00065	59.672548	0.0167581246907707	1.0892781049001e-05	chr6p
6298B	chr6	q	112454080	DEL	11	0.128535	112.45408	0.0978177047911468	0.00114299988048455	chr6q
6298B	chr6	q	112454080	INS	4	4e-06	112.45408	0.0355700744695079	3.55700744695079e-08	chr6q
6298B	chr7	p	62064435	DEL	1	0.014815	62.064435	0.0161122871738057	0.000238703534479932	chr7p
6298B	chr7	p	62064435	INS	2	2e-06	62.064435	0.0322245743476115	3.22245743476115e-08	chr7p
6298B	chr7	p	62064435	INV	1	0.001094	62.064435	0.0161122871738057	1.76268421681435e-05	chr7p
6298B	chr7	q	98502993	DEL	4	0.020078	98.502993	0.0406079031527499	0.000203831369875228	chr7q
6298B	chr7	q	98502993	INS	4	4e-06	98.502993	0.0406079031527499	4.06079031527499e-08	chr7q
6298B	chr8	p	45270456	DEL	3	0.329188	45.270456	0.0662683848380056	0.00727158568935113	chr8p
6298B	chr8	p	45270456	INS	2	2e-06	45.270456	0.0441789232253371	4.41789232253371e-08	chr8p
6298B	chr8	q	100988875	DEL	1	0.001655	100.988875	0.0099020807985038	1.63879437215238e-05	chr8q
6298B	chr8	q	100988875	INS	3	3e-06	100.988875	0.0297062423955114	2.97062423955114e-08	chr8q
6298B	chr8	q	100988875	INV	1	0.000887	100.988875	0.0099020807985038	8.78314566827287e-06	chr8q
6298B	chr9	p	46267185	DEL	1	0.017029	46.267185	0.0216135907122943	0.000368057836239659	chr9p
6298B	chr9	p	46267185	DUP	1	0.295342	46.267185	0.0216135907122943	0.00638340110815041	chr9p
6298B	chr9	q	104350062	DEL	2	0.000247	104.350062	0.0191662559817166	2.367032613742e-06	chr9q
6298B	chr9	q	104350062	DUP	1	0.032859	104.350062	0.00958312799085831	0.000314892002651613	chr9q
6298B	chr9	q	104350062	INS	4	4e-06	104.350062	0.0383325119634332	3.83325119634332e-08	chr9q
6298B	chrX	p	59373565	DEL	1	0.000501	59.373565	0.0168425123200872	8.4380986723637e-06	chrXp
6298B	chrX	p	59373565	INS	2	2e-06	59.373565	0.0336850246401745	3.36850246401745e-08	chrXp
6298B	chrX	q	94886001	DEL	1	0.003406	94.886001	0.0105389624334574	3.58957060483559e-05	chrXq
6298B	chrY	p	10724418	DEL	21	0.009997	10.724418	1.95814821839283	0.000932171797108244	chrYp
6298B	chrY	p	10724418	DUP	1	0.00051	10.724418	0.0932451532568014	4.75550281609687e-05	chrYp
6298B	chrY	p	10724418	INS	24	2.4e-05	10.724418	2.23788367816323	2.23788367816323e-06	chrYp
6298B	chrY	q	51735611	DEL	3	0.012089	51.735611	0.0579871377183503	0.000233668835959046	chrYq
6298B	chrY	q	51735611	INS	2	2e-06	51.735611	0.0386580918122335	3.86580918122336e-08	chrYq
6314E	chr1	p	124048267	DEL	2	0.010024	124.048267	0.0161227564751066	8.08072554532342e-05	chr1p
6314E	chr1	p	124048267	INS	1	1e-06	124.048267	0.00806137823755329	8.06137823755329e-09	chr1p
6314E	chr1	q	124339061	DEL	2	0.021972	124.339061	0.0160850498943369	0.000176710358139185	chr1q
6314E	chr1	q	124339061	DUP	1	0.006393	124.339061	0.00804252494716845	5.14158619872479e-05	chr1q
6314E	chr1	q	124339061	INS	5	5e-06	124.339061	0.0402126247358423	4.02126247358423e-08	chr1q
6314E	chr10	p	40649191	DEL	3	0.008579	40.649191	0.0738022067893061	0.000211049710681819	chr10p
6314E	chr10	p	40649191	DUP	1	0.00468	40.649191	0.0246007355964354	0.000115131442591317	chr10p
6314E	chr10	p	40649191	INS	3	3e-06	40.649191	0.0738022067893061	7.38022067893061e-08	chr10p
6314E	chr10	q	94108943	DEL	10	0.054633	94.108943	0.106259826975211	0.000580529312713671	chr10q
6314E	chr11	p	52743313	DEL	1	0.024697	52.743313	0.01895974945677	0.000468248932333849	chr11p
6314E	chr11	q	82384456	DEL	2	0.022	82.384456	0.0242764241837077	0.000267040666020784	chr11q
6314E	chr11	q	82384456	DUP	1	0.003722	82.384456	0.0121382120918538	4.517842540588e-05	chr11q
6314E	chr11	q	82384456	INS	2	2e-06	82.384456	0.0242764241837077	2.42764241837077e-08	chr11q
6314E	chr12	p	35911664	DUP	1	0.029453	35.911664	0.0278461059337156	0.000820151358065725	chr12p
6314E	chr12	p	35911664	INS	2	2e-06	35.911664	0.0556922118674311	5.56922118674311e-08	chr12p
6314E	chr12	q	97412884	DEL	2	0.015627	97.412884	0.0205311650561542	0.000160420258166261	chr12q
6314E	chr12	q	97412884	DUP	1	0.013969	97.412884	0.0102655825280771	0.000143399922334709	chr12q
6314E	chr13	q	97043744	DEL	1	7.6e-05	97.043744	0.0103046312805079	7.831519773186e-07	chr13q
6314E	chr13	q	97043744	DUP	1	0.040149	97.043744	0.0103046312805079	0.000413720641281111	chr13q
6314E	chr13	q	97043744	INS	1	1e-06	97.043744	0.0103046312805079	1.03046312805079e-08	chr13q
6314E	chr14	q	89761231	DEL	1	0.000209	89.761231	0.0111406671773474	2.32839944006561e-06	chr14q
6314E	chr14	q	89761231	INS	3	3e-06	89.761231	0.0334220015320423	3.34220015320423e-08	chr14q
6314E	chr15	q	82566565	DEL	1	0.001726	82.566565	0.0121114400241793	2.09043454817334e-05	chr15q
6314E	chr15	q	82566565	INS	1	1e-06	82.566565	0.0121114400241793	1.21114400241793e-08	chr15q
6314E	chr16	p	36838903	DEL	3	0.026127	36.838903	0.0814356496989066	0.000709223073227778	chr16p
6314E	chr16	p	36838903	INS	2	2e-06	36.838903	0.0542904331326044	5.42904331326044e-08	chr16p
6314E	chr16	q	59491471	DEL	2	0.001081	59.491471	0.0336182643727199	1.81706718934551e-05	chr16q
6314E	chr16	q	59491471	INS	2	2e-06	59.491471	0.0336182643727199	3.36182643727199e-08	chr16q
6314E	chr16	q	59491471	INV	1	0.000662	59.491471	0.01680913218636	1.11276455073703e-05	chr16q
6314E	chr17	p	25689679	DEL	1	0.000299	25.689679	0.0389261383919978	1.16389153792073e-05	chr17p
6314E	chr17	q	58587218	DEL	2	0.232182	58.587218	0.034137138923374	0.00396301459475342	chr17q
6314E	chr18	p	18449624	INS	1	1e-06	18.449624	0.0542016466026625	5.42016466026625e-08	chr18p
6314E	chr19	p	27792923	INS	2	2e-06	27.792923	0.0719607649760337	7.19607649760337e-08	chr19p
6314E	chr19	q	33914441	DUP	1	0.005876	33.914441	0.0294859644008285	0.000173259526819269	chr19q
6314E	chr2	p	93503283	DEL	3	0.012641	93.503283	0.0320844349390385	0.000135193114021462	chr2p
6314E	chr2	p	93503283	INS	1	1e-06	93.503283	0.0106948116463462	1.06948116463462e-08	chr2p
6314E	chr2	q	149193469	DEL	2	0.029395	149.193469	0.0134054125385341	0.000197026050785105	chr2q
6314E	chr2	q	149193469	DUP	1	0.009724	149.193469	0.00670270626926705	6.51771157623528e-05	chr2q
6314E	chr2	q	149193469	INS	2	2e-06	149.193469	0.0134054125385341	1.34054125385341e-08	chr2q
6314E	chr20	q	38197502	DEL	2	0.003267	38.197502	0.0523594448663161	8.55291531891274e-05	chr20q
6314E	chr22	p	14249622	DEL	1	0.016803	14.249622	0.070177300141716	0.00117918917428125	chr22p
6314E	chr22	p	14249622	INS	1	1e-06	14.249622	0.070177300141716	7.0177300141716e-08	chr22p
6314E	chr22	q	37075304	DEL	3	0.004556	37.075304	0.0809163965317722	0.000122885034199585	chr22q
6314E	chr22	q	37075304	INS	1	1e-06	37.075304	0.0269721321772574	2.69721321772574e-08	chr22q
6314E	chr3	p	94076514	DEL	2	0.004093	94.076514	0.0212592911340231	4.35071393057783e-05	chr3p
6314E	chr3	q	107029434	DEL	4	0.062314	107.029434	0.0373728968799368	0.000582213674044095	chr3q
6314E	chr3	q	107029434	INS	1	1e-06	107.029434	0.0093432242199842	9.34322421998420e-09	chr3q
6314E	chr4	p	52452474	INS	1	1e-06	52.452474	0.0190648776643024	1.90648776643024e-08	chr4p
6314E	chr4	q	141122471	DEL	9	0.042893	141.122471	0.0637743935195126	0.000303941673470273	chr4q
6314E	chr4	q	141122471	DUP	1	0.001546	141.122471	0.00708604372439029	1.09550235979074e-05	chr4q
6314E	chr4	q	141122471	INS	2	2e-06	141.122471	0.0141720874487806	1.41720874487806e-08	chr4q
6314E	chr4	q	141122471	INV	1	0.011566	141.122471	0.00708604372439029	8.1957181716298e-05	chr4q
6314E	chr5	q	133727560	DEL	2	0.054759	133.72756	0.0149557802445509	0.000409481785205682	chr5q
6314E	chr5	q	133727560	DUP	2	0.013229	133.72756	0.0149557802445509	9.89250084275822e-05	chr5q
6314E	chr5	q	133727560	INS	5	5e-06	133.72756	0.0373894506113773	3.73894506113773e-08	chr5q
6314E	chr6	p	59672548	DEL	2	0.006302	59.672548	0.0335162493815414	0.000105609701801237	chr6p
6314E	chr6	p	59672548	INS	4	4e-06	59.672548	0.0670324987630828	6.70324987630828e-08	chr6p
6314E	chr6	q	112454080	DEL	9	0.06683	112.45408	0.0800326675563928	0.000594287019199303	chr6q
6314E	chr6	q	112454080	DUP	1	0.038422	112.45408	0.00889251861737698	0.000341668350316858	chr6q
6314E	chr6	q	112454080	INS	3	3e-06	112.45408	0.0266775558521309	2.66775558521309e-08	chr6q
6314E	chr7	p	62064435	DEL	2	0.009016	62.064435	0.0322245743476115	0.000145268381159033	chr7p
6314E	chr7	p	62064435	INS	2	2e-06	62.064435	0.0322245743476115	3.22245743476115e-08	chr7p
6314E	chr7	q	98502993	DEL	8	0.142502	98.502993	0.0812158063054998	0.00144667685376829	chr7q
6314E	chr7	q	98502993	DUP	1	0.096571	98.502993	0.0101519757881875	0.000980386453841052	chr7q
6314E	chr8	p	45270456	DEL	3	0.329182	45.270456	0.0662683848380056	0.00727145315258145	chr8p
6314E	chr8	p	45270456	INS	1	1e-06	45.270456	0.0220894616126685	2.20894616126685e-08	chr8p
6314E	chr8	q	100988875	INS	2	2e-06	100.988875	0.0198041615970076	1.98041615970076e-08	chr8q
6314E	chr8	q	100988875	INV	1	0.000887	100.988875	0.0099020807985038	8.78314566827287e-06	chr8q
6314E	chr9	p	46267185	DEL	1	9e-05	46.267185	0.0216135907122943	1.94522316410648e-06	chr9p
6314E	chr9	p	46267185	INS	1	1e-06	46.267185	0.0216135907122943	2.16135907122943e-08	chr9p
6314E	chr9	q	104350062	DEL	3	0.018262	104.350062	0.0287493839725749	0.000175007083369054	chr9q
6314E	chr9	q	104350062	DUP	1	0.007324	104.350062	0.00958312799085831	7.01868294050463e-05	chr9q
6314E	chr9	q	104350062	INS	3	3e-06	104.350062	0.0287493839725749	2.87493839725749e-08	chr9q
6314E	chrX	p	59373565	INS	1	1e-06	59.373565	0.0168425123200872	1.68425123200872e-08	chrXp
6314E	chrX	q	94886001	DEL	2	0.094432	94.886001	0.0210779248669148	0.000995215300516248	chrXq
6314E	chrX	q	94886001	INS	2	2e-06	94.886001	0.0210779248669148	2.10779248669148e-08	chrXq
6314E	chrY	p	10724418	DEL	7	0.001225	10.724418	0.65271607279761	0.000114225312739582	chrYp
6314E	chrY	p	10724418	INS	12	1.2e-05	10.724418	1.11894183908162	1.11894183908162e-06	chrYp
6314E	chrY	q	51735611	DEL	1	0.008351	51.735611	0.0193290459061168	0.000161416862361981	chrYq
6324B	chr1	p	124048267	DEL	5	0.067643	124.048267	0.0403068911877665	0.000545295808122817	chr1p
6324B	chr1	p	124048267	INS	1	1e-06	124.048267	0.00806137823755329	8.06137823755329e-09	chr1p
6324B	chr1	q	124339061	DEL	3	0.069515	124.339061	0.0241275748415054	0.000559076121702415	chr1q
6324B	chr1	q	124339061	INS	1	1e-06	124.339061	0.00804252494716845	8.04252494716845e-09	chr1q
6324B	chr10	p	40649191	DEL	1	0.000477	40.649191	0.0246007355964354	1.17345508794997e-05	chr10p
6324B	chr10	p	40649191	INS	1	1e-06	40.649191	0.0246007355964354	2.46007355964354e-08	chr10p
6324B	chr10	q	94108943	DEL	1	0.002223	94.108943	0.0106259826975211	2.36215595365894e-05	chr10q
6324B	chr10	q	94108943	INV	1	0.000185	94.108943	0.0106259826975211	1.9658067990414e-06	chr10q
6324B	chr11	p	52743313	DEL	4	0.012681	52.743313	0.07583899782708	0.0002404285828613	chr11p
6324B	chr11	q	82384456	DEL	3	0.022773	82.384456	0.0364146362755615	0.000276423503967787	chr11q
6324B	chr11	q	82384456	DUP	1	0.000638	82.384456	0.0121382120918538	7.74417931460274e-06	chr11q
6324B	chr11	q	82384456	INS	5	5e-06	82.384456	0.0606910604592692	6.06910604592692e-08	chr11q
6324B	chr12	p	35911664	DEL	1	0.000766	35.911664	0.0278461059337156	2.13301171452261e-05	chr12p
6324B	chr12	p	35911664	DUP	1	0.029445	35.911664	0.0278461059337156	0.000819928589218255	chr12p
6324B	chr12	p	35911664	INS	1	1e-06	35.911664	0.0278461059337156	2.78461059337156e-08	chr12p
6324B	chr12	q	97412884	DEL	2	0.01444	97.412884	0.0205311650561542	0.000148235011705433	chr12q
6324B	chr12	q	97412884	DUP	2	0.016151	97.412884	0.0205311650561542	0.000165799423410973	chr12q
6324B	chr12	q	97412884	INS	2	2e-06	97.412884	0.0205311650561542	2.05311650561542e-08	chr12q
6324B	chr12	q	97412884	INV	1	0.019302	97.412884	0.0102655825280771	0.000198146273956944	chr12q
6324B	chr13	q	97043744	DEL	4	0.209768	97.043744	0.0412185251220316	0.00216158189444958	chr13q
6324B	chr13	q	97043744	INS	1	1e-06	97.043744	0.0103046312805079	1.03046312805079e-08	chr13q
6324B	chr14	q	89761231	DEL	5	0.034178	89.761231	0.0557033358867371	0.00038076572278738	chr14q
6324B	chr14	q	89761231	INS	3	3e-06	89.761231	0.0334220015320423	3.34220015320423e-08	chr14q
6324B	chr15	q	82566565	DEL	2	0.012761	82.566565	0.0242228800483586	0.000154554086148552	chr15q
6324B	chr15	q	82566565	DUP	1	2.930051	82.566565	0.0121114400241793	0.0354871369542865	chr15q
6324B	chr15	q	82566565	INS	1	1e-06	82.566565	0.0121114400241793	1.21114400241793e-08	chr15q
6324B	chr16	p	36838903	DEL	1	0.021172	36.838903	0.0271452165663022	0.00057471852514175	chr16p
6324B	chr16	p	36838903	INS	1	1e-06	36.838903	0.0271452165663022	2.71452165663022e-08	chr16p
6324B	chr16	q	59491471	DEL	3	0.015194	59.491471	0.0504273965590799	0.000255397954439553	chr16q
6324B	chr16	q	59491471	DUP	1	0.033256	59.491471	0.01680913218636	0.000559004499989587	chr16q
6324B	chr16	q	59491471	INV	1	0.000431	59.491471	0.01680913218636	7.24473597232114e-06	chr16q
6324B	chr17	p	25689679	DEL	1	0.000464	25.689679	0.0389261383919978	1.8061728213887e-05	chr17p
6324B	chr17	q	58587218	DEL	2	19.34141	58.587218	0.034137138923374	0.330130200071968	chr17q
6324B	chr17	q	58587218	INS	1	1e-06	58.587218	0.017068569461687	1.7068569461687e-08	chr17q
6324B	chr18	q	62092914	DUP	1	0.000695	62.092914	0.0161048972512387	1.11929035896109e-05	chr18q
6324B	chr19	p	27792923	DEL	2	0.122451	27.792923	0.0719607649760337	0.00440583381604015	chr19p
6324B	chr19	p	27792923	DUP	3	0.00419	27.792923	0.10794114746405	0.000150757802624791	chr19p
6324B	chr19	p	27792923	INS	1	1e-06	27.792923	0.0359803824880168	3.59803824880168e-08	chr19p
6324B	chr19	q	33914441	DEL	1	0.006551	33.914441	0.0294859644008285	0.000193162552789828	chr19q
6324B	chr19	q	33914441	DUP	1	0.005876	33.914441	0.0294859644008285	0.000173259526819269	chr19q
6324B	chr19	q	33914441	INS	3	3e-06	33.914441	0.0884578932024856	8.84578932024856e-08	chr19q
6324B	chr2	p	93503283	DEL	5	0.064376	93.503283	0.0534740582317308	0.00068848919454518	chr2p
6324B	chr2	q	149193469	DEL	8	0.036184	149.193469	0.0536216501541364	0.000242530723647159	chr2q
6324B	chr2	q	149193469	INS	3	3e-06	149.193469	0.0201081188078012	2.01081188078012e-08	chr2q
6324B	chr20	p	28012753	INV	1	0.000618	28.012753	0.0356980265381271	2.20613804005626e-05	chr20p
6324B	chr20	q	38197502	DEL	1	0.00027	38.197502	0.0261797224331581	7.06852505695268e-06	chr20q
6324B	chr20	q	38197502	INS	1	1e-06	38.197502	0.0261797224331581	2.61797224331581e-08	chr20q
6324B	chr21	q	33956153	INS	1	1e-06	33.956153	0.0294497436149496	2.94497436149495e-08	chr21q
6324B	chr22	q	37075304	DEL	1	0.000538	37.075304	0.0269721321772574	1.45110071113645e-05	chr22q
6324B	chr22	q	37075304	DUP	1	0.009524	37.075304	0.0269721321772574	0.000256882586856199	chr22q
6324B	chr22	q	37075304	INS	1	1e-06	37.075304	0.0269721321772574	2.69721321772574e-08	chr22q
6324B	chr3	p	94076514	DEL	4	0.021424	94.076514	0.0425185822680462	0.000227729526627655	chr3p
6324B	chr3	q	107029434	DEL	4	0.058762	107.029434	0.0373728968799368	0.000549026541614711	chr3q
6324B	chr3	q	107029434	INS	3	3e-06	107.029434	0.0280296726599526	2.80296726599526e-08	chr3q
6324B	chr3	q	107029434	INV	1	0.009321	107.029434	0.0093432242199842	8.70881929544727e-05	chr3q
6324B	chr4	p	52452474	INS	1	1e-06	52.452474	0.0190648776643024	1.90648776643024e-08	chr4p
6324B	chr4	q	141122471	DEL	12	0.064852	141.122471	0.0850325246926834	0.000459544107614159	chr4q
6324B	chr4	q	141122471	INS	3	3e-06	141.122471	0.0212581311731709	2.12581311731709e-08	chr4q
6324B	chr5	p	48317879	DEL	2	0.011345	48.317879	0.0413925453971189	0.000234799213765157	chr5p
6324B	chr5	p	48317879	INS	2	2e-06	48.317879	0.0413925453971189	4.13925453971189e-08	chr5p
6324B	chr5	q	133727560	DEL	2	0.018665	133.72756	0.0149557802445509	0.000139574819132272	chr5q
6324B	chr5	q	133727560	DUP	3	22.217225	133.72756	0.0224336703668264	0.166137967371872	chr5q
6324B	chr5	q	133727560	INS	3	3e-06	133.72756	0.0224336703668264	2.24336703668264e-08	chr5q
6324B	chr6	p	59672548	DEL	16	0.04227	59.672548	0.268129995052331	0.000708365930678878	chr6p
6324B	chr6	p	59672548	INS	12	1.2e-05	59.672548	0.201097496289248	2.01097496289248e-07	chr6p
6324B	chr6	p	59672548	INV	1	0.000652	59.672548	0.0167581246907707	1.09262972983825e-05	chr6p
6324B	chr6	q	112454080	DEL	10	0.281085	112.45408	0.0889251861737698	0.00249955359556541	chr6q
6324B	chr6	q	112454080	INS	3	3e-06	112.45408	0.0266775558521309	2.66775558521309e-08	chr6q
6324B	chr7	p	62064435	DEL	2	0.052257	62.064435	0.0322245743476115	0.000841979790841566	chr7p
6324B	chr7	p	62064435	INV	1	0.001094	62.064435	0.0161122871738057	1.76268421681435e-05	chr7p
6324B	chr7	q	98502993	DEL	5	0.048493	98.502993	0.0507598789409374	0.000492299761896575	chr7q
6324B	chr7	q	98502993	DUP	1	0.000238	98.502993	0.0101519757881875	2.41617023758862e-06	chr7q
6324B	chr8	p	45270456	DEL	5	0.344049	45.270456	0.110447308063343	0.007599857178377	chr8p
6324B	chr8	p	45270456	INS	2	2e-06	45.270456	0.0441789232253371	4.41789232253371e-08	chr8p
6324B	chr8	q	100988875	DEL	4	0.000968	100.988875	0.0396083231940152	9.58521421295168e-06	chr8q
6324B	chr8	q	100988875	INS	2	2e-06	100.988875	0.0198041615970076	1.98041615970076e-08	chr8q
6324B	chr8	q	100988875	INV	2	0.001279	100.988875	0.0198041615970076	1.26647613412864e-05	chr8q
6324B	chr9	p	46267185	DEL	3	0.016078	46.267185	0.0648407721368828	0.000347503311472267	chr9p
6324B	chr9	p	46267185	DUP	1	0.016353	46.267185	0.0216135907122943	0.000353447048918148	chr9p
6324B	chr9	p	46267185	INS	3	3e-06	46.267185	0.0648407721368828	6.48407721368828e-08	chr9p
6324B	chr9	q	104350062	INS	2	2e-06	104.350062	0.0191662559817166	1.91662559817166e-08	chr9q
6324B	chrX	p	59373565	DEL	1	5.4e-05	59.373565	0.0168425123200872	9.0949566528471e-07	chrXp
6324B	chrX	p	59373565	DUP	2	0.010075	59.373565	0.0336850246401745	0.000169688311624879	chrXp
6324B	chrX	p	59373565	INS	3	3e-06	59.373565	0.0505275369602617	5.05275369602617e-08	chrXp
6324B	chrX	p	59373565	INV	1	0.001341	59.373565	0.0168425123200872	2.2585809021237e-05	chrXp
6324B	chrX	q	94886001	DEL	1	0.003406	94.886001	0.0105389624334574	3.58957060483559e-05	chrXq
6324B	chrX	q	94886001	INS	1	1e-06	94.886001	0.0105389624334574	1.05389624334574e-08	chrXq
6324B	chrY	p	10724418	DEL	24	0.014052	10.724418	2.23788367816323	0.00131028089356457	chrYp
6324B	chrY	p	10724418	INS	12	1.2e-05	10.724418	1.11894183908162	1.11894183908162e-06	chrYp
6324B	chrY	q	51735611	DEL	1	0.000289	51.735611	0.0193290459061168	5.58609426686775e-06	chrYq
6365A	chr1	p	124048267	DEL	6	0.040554	124.048267	0.0483682694253197	0.000326921133045736	chr1p
6365A	chr1	p	124048267	INS	3	3e-06	124.048267	0.0241841347126599	2.41841347126599e-08	chr1p
6365A	chr1	q	124339061	DEL	3	0.043281	124.339061	0.0241275748415054	0.000348088522238398	chr1q
6365A	chr1	q	124339061	DUP	1	0.006388	124.339061	0.00804252494716845	5.13756493625121e-05	chr1q
6365A	chr1	q	124339061	INS	2	2e-06	124.339061	0.0160850498943369	1.60850498943369e-08	chr1q
6365A	chr10	p	40649191	DEL	5	0.014855	40.649191	0.123003677982177	0.000365443927285047	chr10p
6365A	chr10	p	40649191	INS	2	2e-06	40.649191	0.0492014711928707	4.92014711928707e-08	chr10p
6365A	chr10	q	94108943	DEL	4	0.031628	94.108943	0.0425039307900844	0.000336078580757198	chr10q
6365A	chr10	q	94108943	DUP	1	0.024213	94.108943	0.0106259826975211	0.000257286919055079	chr10q
6365A	chr11	p	52743313	DEL	6	0.059229	52.743313	0.11375849674062	0.00112296700057503	chr11p
6365A	chr11	p	52743313	INS	1	1e-06	52.743313	0.01895974945677	1.895974945677e-08	chr11p
6365A	chr11	q	82384456	DEL	9	63.042316	82.384456	0.109243908826684	0.76522100236967	chr11q
