filename	chr	Arm	arm_size.y	type	sv_count	sv_size_sum	chr_arm_length_mb	sv_rate	sv_proportion	region	final_average_TL_p75	chr_order	arm	final_average_TL_p75_kb	direction	TL_group
6478A	chr18	q	62092914	INS	2	0.005523	62.092914	0.0322097945024774	8.89473475185913e-05	chr18q	8445.33333333333	18	q	8.44533333333333	Positive	Other
6478A	chr19	p	27792923	BND	2	0.163302	27.792923	0.0719607649760337	0.00587566842105812	chr19p	3424.66666666667	19	p	3.42466666666667	Negative	Other
6478A	chr19	p	27792923	DEL	4	0.014534	27.792923	0.143921529952067	0.000522938879080837	chr19p	3424.66666666667	19	p	3.42466666666667	Negative	Other
6478A	chr19	p	27792923	INS	2	0.001792	27.792923	0.0719607649760337	6.44768454185262e-05	chr19p	3424.66666666667	19	p	3.42466666666667	Negative	Other
6478A	chr19	q	33914441	DUP	1	0.005876	33.914441	0.0294859644008285	0.000173259526819269	chr19q	4785.66666666667	19	q	4.78566666666667	Positive	Other
6478A	chr19	q	33914441	INS	2	0.004813	33.914441	0.0589719288016571	0.000141915946661188	chr19q	4785.66666666667	19	q	4.78566666666667	Positive	Other
6478A	chr2	p	93503283	BND	1	98.489206	93.503283	0.0106948116463462	1.05332350736819	chr2p	5008.5	2	p	5.0085	Negative	Other
6478A	chr2	p	93503283	DEL	1	6.4e-05	93.503283	0.0106948116463462	6.84467945366154e-07	chr2p	5008.5	2	p	5.0085	Negative	Other
6478A	chr2	p	93503283	INS	1	0.002475	93.503283	0.0106948116463462	2.64696588247067e-05	chr2p	5008.5	2	p	5.0085	Negative	Other
6478A	chr2	q	149193469	BND	3	98.497822	149.193469	0.0201081188078012	0.66020196902855	chr2q	2859	2	q	2.859	Positive	Other
6478A	chr2	q	149193469	DEL	6	0.028664	149.193469	0.0402162376156023	0.000192126372502271	chr2q	2859	2	q	2.859	Positive	Other
6478A	chr2	q	149193469	DUP	2	0.019616	149.193469	0.0134054125385341	0.000131480286177943	chr2q	2859	2	q	2.859	Positive	Other
6478A	chr2	q	149193469	INS	2	0.006156	149.193469	0.0134054125385341	4.1261859793608e-05	chr2q	2859	2	q	2.859	Positive	Other
6478A	chr20	p	28012753	BND	2	0.330992	28.012753	0.0713960530762542	0.0118157611999078	chr20p	5495	20	p	5.495	Positive	Other
6478A	chr20	p	28012753	DEL	2	0.002792	28.012753	0.0713960530762542	9.96688900944509e-05	chr20p	5495	20	p	5.495	Positive	Other
6478A	chr20	p	28012753	DUP	1	0.000121	28.012753	0.0356980265381271	4.31946121111338e-06	chr20p	5495	20	p	5.495	Positive	Other
6478A	chr20	p	28012753	INV	1	0.000618	28.012753	0.0356980265381271	2.20613804005626e-05	chr20p	5495	20	p	5.495	Positive	Other
6478A	chr20	q	38197502	DEL	1	0.002996	38.197502	0.0261797224331581	7.84344484097416e-05	chr20q	6056.33333333333	20	q	6.05633333333333	Negative	Other
6478A	chr20	q	38197502	INS	1	0.008066	38.197502	0.0261797224331581	0.000211165641145853	chr20q	6056.33333333333	20	q	6.05633333333333	Negative	Other
6478A	chr21	q	33956153	BND	8	11.330744	33.956153	0.235597948919596	0.333687505766628	chr21q	6340	21	q	6.34	Negative	Other
6478A	chr22	p	14249622	DEL	2	0.017275	14.249622	0.140354600283432	0.00121231285994814	chr22p	6241	22	p	6.241	Positive	Other
6478A	chr22	p	14249622	INS	1	0.001097	14.249622	0.070177300141716	7.69844982554625e-05	chr22p	6241	22	p	6.241	Positive	Other
6478A	chr22	q	37075304	DEL	1	5.2e-05	37.075304	0.0269721321772574	1.40255087321738e-06	chr22q	5179.75	22	q	5.17975	Positive	Other
6478A	chr22	q	37075304	INS	1	7.8e-05	37.075304	0.0269721321772574	2.10382630982608e-06	chr22q	5179.75	22	q	5.17975	Positive	Other
6478A	chr3	p	94076514	BND	4	0.083328	94.076514	0.0425185822680462	0.000885747105807938	chr3p	7234	3	p	7.234	Negative	Other
6478A	chr3	p	94076514	DEL	2	0.020021	94.076514	0.0212592911340231	0.000212816133897138	chr3p	7234	3	p	7.234	Negative	Other
6478A	chr3	p	94076514	DUP	1	0.002282	94.076514	0.0106296455670115	2.42568511839204e-05	chr3p	7234	3	p	7.234	Negative	Other
6478A	chr3	q	107029434	BND	4	0.036114	107.029434	0.0373728968799368	0.000337421199480509	chr3q	5576.5	3	q	5.5765	Negative	Other
6478A	chr3	q	107029434	DEL	6	0.139702	107.029434	0.0560593453199052	0.00130526710998023	chr3q	5576.5	3	q	5.5765	Negative	Other
6478A	chr3	q	107029434	INS	5	0.009027	107.029434	0.046716121099921	8.43412850337973e-05	chr3q	5576.5	3	q	5.5765	Negative	Other
6478A	chr4	p	52452474	DEL	1	0.048943	52.452474	0.0190648776643024	0.00093309230752395	chr4p	3353.33333333333	4	p	3.35333333333333	Negative	Other
6478A	chr4	p	52452474	INS	1	0.002871	52.452474	0.0190648776643024	5.47352637742121e-05	chr4p	3353.33333333333	4	p	3.35333333333333	Negative	Other
6478A	chr4	q	141122471	DEL	6	0.025317	141.122471	0.0425162623463417	0.000179397368970389	chr4q	3031.5	4	q	3.0315	Positive	Other
6478A	chr4	q	141122471	DUP	2	0.008293	141.122471	0.0141720874487806	5.87645606063686e-05	chr4q	3031.5	4	q	3.0315	Positive	Other
6478A	chr4	q	141122471	INS	5	0.014579	141.122471	0.0354302186219514	0.000103307431457886	chr4q	3031.5	4	q	3.0315	Positive	Other
6478A	chr5	p	48317879	BND	4	0.019016	48.317879	0.0827850907942379	0.000393560321635807	chr5p	4829.5	5	p	4.8295	Positive	Other
6478A	chr5	p	48317879	DEL	3	0.016286	48.317879	0.0620888180956784	0.00033705949716874	chr5p	4829.5	5	p	4.8295	Positive	Other
6478A	chr5	p	48317879	INS	1	0.003254	48.317879	0.0206962726985595	6.73456713611125e-05	chr5p	4829.5	5	p	4.8295	Positive	Other
6478A	chr5	q	133727560	DEL	1	0.053231	133.72756	0.00747789012227547	0.000398055569098845	chr5q	9295.66666666667	5	q	9.29566666666667	Negative	Other
6478A	chr5	q	133727560	INS	2	0.002273	133.72756	0.0149557802445509	1.69972442479321e-05	chr5q	9295.66666666667	5	q	9.29566666666667	Negative	Other
6478A	chr6	p	59672548	BND	6	0.045616	59.672548	0.100548748144624	0.000764438615894196	chr6p	5004	6	p	5.004	Negative	Other
6478A	chr6	p	59672548	DEL	10	0.017337	59.672548	0.167581246907707	0.000290535607763892	chr6p	5004	6	p	5.004	Negative	Other
6478A	chr6	p	59672548	INS	15	0.020646	59.672548	0.251371870361561	0.000345988242365652	chr6p	5004	6	p	5.004	Negative	Other
6478A	chr6	q	112454080	BND	2	0.007804	112.45408	0.017785037234754	6.93972152900099e-05	chr6q	7965	6	q	7.965	Positive	Other
6478A	chr6	q	112454080	DEL	10	0.236633	112.45408	0.0889251861737698	0.00210426335798577	chr6q	7965	6	q	7.965	Positive	Other
6478A	chr6	q	112454080	INS	1	0.002939	112.45408	0.00889251861737698	2.61351122164709e-05	chr6q	7965	6	q	7.965	Positive	Other
6478A	chr7	p	62064435	DEL	1	0.012115	62.064435	0.0161122871738057	0.000195200359110657	chr7p	9319	7	p	9.319	Positive	Other
6478A	chr7	p	62064435	INS	1	0.003044	62.064435	0.0161122871738057	4.90458021570647e-05	chr7p	9319	7	p	9.319	Positive	Other
6478A	chr7	p	62064435	INV	1	0.001094	62.064435	0.0161122871738057	1.76268421681435e-05	chr7p	9319	7	p	9.319	Positive	Other
6478A	chr7	q	98502993	BND	2	0.025352	98.502993	0.0203039515763749	0.000257372890182129	chr7q	8043	7	q	8.043	Positive	Other
6478A	chr7	q	98502993	DEL	4	0.023683	98.502993	0.0406079031527499	0.000240429242591644	chr7q	8043	7	q	8.043	Positive	Other
6478A	chr7	q	98502993	DUP	1	0.096564	98.502993	0.0101519757881875	0.000980315390010535	chr7q	8043	7	q	8.043	Positive	Other
6478A	chr7	q	98502993	INS	2	0.002263	98.502993	0.0203039515763749	2.29739212086682e-05	chr7q	8043	7	q	8.043	Positive	Other
6478A	chr8	p	45270456	DEL	1	0.155292	45.270456	0.0220894616126685	0.00343031667275452	chr8p	2506	8	p	2.506	Negative	Other
6478A	chr8	p	45270456	INS	4	0.01171	45.270456	0.0883578464506741	0.000258667595484349	chr8p	2506	8	p	2.506	Negative	Other
6478A	chr8	q	100988875	DEL	5	0.034015	100.988875	0.049510403992519	0.000336819278361107	chr8q	9318	8	q	9.318	Negative	Other
6478A	chr8	q	100988875	DUP	1	0.005559	100.988875	0.0099020807985038	5.50456671588826e-05	chr8q	9318	8	q	9.318	Negative	Other
6478A	chr8	q	100988875	INS	3	0.00428	100.988875	0.0297062423955114	4.23809058175962e-05	chr8q	9318	8	q	9.318	Negative	Other
6478A	chr8	q	100988875	INV	1	0.000887	100.988875	0.0099020807985038	8.78314566827287e-06	chr8q	9318	8	q	9.318	Negative	Other
6478A	chr9	p	46267185	DEL	1	0.014888	46.267185	0.0216135907122943	0.000321783138524637	chr9p	4708.5	9	p	4.7085	Negative	Other
6478A	chr9	p	46267185	INS	2	0.015514	46.267185	0.0432271814245885	0.000335313246310533	chr9p	4708.5	9	p	4.7085	Negative	Other
6478A	chr9	q	104350062	BND	4	0.019952	104.350062	0.0383325119634332	0.000191202569673605	chr9q	1570	9	q	1.57	Negative	Other
6478A	chr9	q	104350062	INS	3	0.009744	104.350062	0.0287493839725749	9.33779991429234e-05	chr9q	1570	9	q	1.57	Negative	Other
6483C	chr1	p	124048267	BND	3	298.227557	124.048267	0.0241841347126599	2.40412513783848	chr1p	7570	1	p	7.57	Negative	Other
6483C	chr1	p	124048267	DEL	7	0.09044	124.048267	0.056429647662873	0.00072907104780432	chr1p	7570	1	p	7.57	Negative	Other
6483C	chr1	p	124048267	INS	1	0.00508	124.048267	0.00806137823755329	4.09518014467707e-05	chr1p	7570	1	p	7.57	Negative	Other
6483C	chr1	q	124339061	BND	3	129.346125	124.339061	0.0241275748415054	1.04026943713207	chr1q	5543	1	q	5.543	Negative	Other
6483C	chr1	q	124339061	DEL	4	0.047505	124.339061	0.0321700997886738	0.000382060147615237	chr1q	5543	1	q	5.543	Negative	Other
6483C	chr10	p	40649191	BND	4	0.03541	40.649191	0.0984029423857414	0.000871112047469776	chr10p	4391	10	p	4.391	Negative	Other
6483C	chr10	p	40649191	DEL	4	0.011371	40.649191	0.0984029423857414	0.000279734964467067	chr10p	4391	10	p	4.391	Negative	Other
6483C	chr10	p	40649191	INS	1	0.001799	40.649191	0.0246007355964354	4.42567233379872e-05	chr10p	4391	10	p	4.391	Negative	Other
6483C	chr10	q	94108943	DEL	11	0.099505	94.108943	0.116885809672732	0.00105733840831684	chr10q	7840.5	10	q	7.8405	Positive	Other
6483C	chr10	q	94108943	DUP	1	0.009816	94.108943	0.0106259826975211	0.000104304646158867	chr10q	7840.5	10	q	7.8405	Positive	Other
6483C	chr10	q	94108943	INV	2	0.006197	94.108943	0.0212519653950422	6.58492147765383e-05	chr10q	7840.5	10	q	7.8405	Positive	Other
6483C	chr11	p	52743313	BND	14	31.876266	52.743313	0.26543649239478	0.604366016977356	chr11p	6273.5	11	p	6.2735	Negative	Other
6483C	chr11	p	52743313	DEL	6	0.70762	52.743313	0.11375849674062	0.0134162979105996	chr11p	6273.5	11	p	6.2735	Negative	Other
6483C	chr11	p	52743313	DUP	1	6.207696	52.743313	0.01895974945677	0.117696360863793	chr11p	6273.5	11	p	6.2735	Negative	Other
6483C	chr11	p	52743313	INS	2	0.003672	52.743313	0.03791949891354	6.96202000052594e-05	chr11p	6273.5	11	p	6.2735	Negative	Other
6483C	chr11	q	82384456	BND	10	0.463072	82.384456	0.121382120918538	0.00562086614979894	chr11q	3571.5	11	q	3.5715	Negative	Other
6483C	chr11	q	82384456	DEL	2	0.021904	82.384456	0.0242764241837077	0.000265875397659966	chr11q	3571.5	11	q	3.5715	Negative	Other
6483C	chr11	q	82384456	INS	5	0.001314	82.384456	0.0606910604592692	1.59496106886959e-05	chr11q	3571.5	11	q	3.5715	Negative	Other
6483C	chr12	p	35911664	BND	3	142.878862	35.911664	0.0835383178011467	3.97861992694073	chr12p	5712.5	12	p	5.7125	Positive	Other
6483C	chr12	p	35911664	DUP	1	0.029442	35.911664	0.0278461059337156	0.000819845050900454	chr12p	5712.5	12	p	5.7125	Positive	Other
6483C	chr12	p	35911664	INS	1	0.004056	35.911664	0.0278461059337156	0.00011294380566715	chr12p	5712.5	12	p	5.7125	Positive	Other
6483C	chr12	q	97412884	BND	23	254.208694	97.412884	0.236108398145773	2.60960032761169	chr12q	3204	12	q	3.204	Positive	Other
6483C	chr12	q	97412884	DEL	9	0.019484	97.412884	0.0923902427526938	0.000200014609977054	chr12q	3204	12	q	3.204	Positive	Other
6483C	chr12	q	97412884	DUP	4	0.039885	97.412884	0.0410623301123083	0.000409442759132355	chr12q	3204	12	q	3.204	Positive	Other
6483C	chr12	q	97412884	INS	3	0.006029	97.412884	0.0307967475842313	6.18911970617767e-05	chr12q	3204	12	q	3.204	Positive	Other
6483C	chr13	q	97043744	DEL	2	0.03885	97.043744	0.0206092625610158	0.000400334925247732	chr13q	4782	13	q	4.782	Positive	Other
6483C	chr13	q	97043744	INS	3	0.007003	97.043744	0.0309138938415237	7.21633328573968e-05	chr13q	4782	13	q	4.782	Positive	Other
6483C	chr14	p	11400261	DEL	4	0.016723	11.400261	0.350869159925374	0.00146689624035801	chr14p	3343.75	14	p	3.34375	Positive	Other
6483C	chr14	p	11400261	INS	1	0.001928	11.400261	0.0877172899813434	0.00016911893508403	chr14p	3343.75	14	p	3.34375	Positive	Other
6483C	chr14	q	89761231	BND	8	0.032466	89.761231	0.0891253374187794	0.000361692900579761	chr14q	4236	14	q	4.236	Positive	Other
6483C	chr14	q	89761231	DEL	2	0.000573	89.761231	0.0222813343546948	6.38360229262007e-06	chr14q	4236	14	q	4.236	Positive	Other
6483C	chr14	q	89761231	INS	3	0.00558	89.761231	0.0334220015320423	6.21649228495986e-05	chr14q	4236	14	q	4.236	Positive	Other
6483C	chr15	q	82566565	DEL	4	0.009411	82.566565	0.0484457600967171	0.000113980762067551	chr15q	2935	15	q	2.935	Negative	Other
6483C	chr15	q	82566565	INS	1	0.000307	82.566565	0.0121114400241793	3.71821208742304e-06	chr15q	2935	15	q	2.935	Negative	Other
6483C	chr16	p	36838903	BND	4	0.002394	36.838903	0.108580866265209	6.49856484597275e-05	chr16p	5642	16	p	5.642	Positive	Other
6483C	chr16	p	36838903	DEL	4	0.076239	36.838903	0.108580866265209	0.00206952416579831	chr16p	5642	16	p	5.642	Positive	Other
6483C	chr16	p	36838903	INS	1	0.002072	36.838903	0.0271452165663022	5.62448887253782e-05	chr16p	5642	16	p	5.642	Positive	Other
6483C	chr16	q	59491471	BND	6	0.109656	59.491471	0.10085479311816	0.00184322219902749	chr16q	126	16	q	0.126	Negative	Other
6483C	chr16	q	59491471	DEL	4	0.003718	59.491471	0.0672365287454398	6.24963534688863e-05	chr16q	126	16	q	0.126	Negative	Other
6483C	chr16	q	59491471	INS	2	0.000303	59.491471	0.0336182643727199	5.09316705246707e-06	chr16q	126	16	q	0.126	Negative	Other
6483C	chr16	q	59491471	INV	1	0.000229	59.491471	0.01680913218636	3.84929127067643e-06	chr16q	126	16	q	0.126	Negative	Other
6483C	chr17	p	25689679	DEL	1	0.000464	25.689679	0.0389261383919978	1.8061728213887e-05	chr17p	7103	17	p	7.103	Positive	Other
6483C	chr17	p	25689679	INS	1	0.004044	25.689679	0.0389261383919978	0.000157417303657239	chr17p	7103	17	p	7.103	Positive	Other
6483C	chr17	q	58587218	BND	2	0.001662	58.587218	0.034137138923374	2.83679624453238e-05	chr17q	6656	17	q	6.656	Positive	Other
6483C	chr17	q	58587218	DEL	4	0.002896	58.587218	0.0682742778467481	4.94305771610456e-05	chr17q	6656	17	q	6.656	Positive	Other
6483C	chr17	q	58587218	INS	2	0.003503	58.587218	0.034137138923374	5.97911988242896e-05	chr17q	6656	17	q	6.656	Positive	Other
6483C	chr18	q	62092914	DEL	1	5.7e-05	62.092914	0.0161048972512387	9.17979143320605e-07	chr18q	4160	18	q	4.16	Positive	Other
6483C	chr18	q	62092914	INS	1	0.005117	62.092914	0.0161048972512387	8.24087592345883e-05	chr18q	4160	18	q	4.16	Positive	Other
6483C	chr19	p	27792923	BND	4	11.485066	27.792923	0.143921529952067	0.413237067580117	chr19p	5167.5	19	p	5.1675	Negative	Other
6483C	chr19	p	27792923	DEL	1	0.000594	27.792923	0.0359803824880168	2.1372347197882e-05	chr19p	5167.5	19	p	5.1675	Negative	Other
6483C	chr19	p	27792923	INS	3	0.007431	27.792923	0.10794114746405	0.000267370222268453	chr19p	5167.5	19	p	5.1675	Negative	Other
6483C	chr19	q	33914441	DEL	2	0.020076	33.914441	0.0589719288016571	0.000591960221311034	chr19q	4462.5	19	q	4.4625	Positive	Other
6483C	chr2	p	93503283	DEL	4	0.048972	93.503283	0.0427792465853846	0.000523746315944864	chr2p	4248	2	p	4.248	Negative	Other
6483C	chr2	p	93503283	DUP	3	0.46455	93.503283	0.0320844349390385	0.0049682747503101	chr2p	4248	2	p	4.248	Negative	Other
6483C	chr2	p	93503283	INS	4	0.010944	93.503283	0.0427792465853846	0.000117044018657612	chr2p	4248	2	p	4.248	Negative	Other
6483C	chr2	q	149193469	BND	6	0.014388	149.193469	0.0402162376156023	9.64385378022144e-05	chr2q	3141	2	q	3.141	Positive	Other
6483C	chr2	q	149193469	DEL	8	0.037795	149.193469	0.0536216501541364	0.000253328783446948	chr2q	3141	2	q	3.141	Positive	Other
6483C	chr2	q	149193469	DUP	2	1.796548	149.193469	0.0134054125385341	0.0120417335426392	chr2q	3141	2	q	3.141	Positive	Other
6483C	chr2	q	149193469	INS	6	0.016621	149.193469	0.0402162376156023	0.000111405680901488	chr2q	3141	2	q	3.141	Positive	Other
6483C	chr20	p	28012753	BND	4	0.332228	28.012753	0.142792106152508	0.0118598839607089	chr20p	4762.25	20	p	4.76225	Positive	Other
6483C	chr20	p	28012753	DEL	1	0.013291	28.012753	0.0356980265381271	0.000474462470718248	chr20p	4762.25	20	p	4.76225	Positive	Other
6483C	chr20	q	38197502	INS	2	0.002674	38.197502	0.0523594448663161	7.00045777862647e-05	chr20q	6776.33333333333	20	q	6.77633333333333	Negative	Other
6483C	chr21	q	33956153	BND	12	87.68534	33.956153	0.353396923379395	2.58231078178968	chr21q	8830	21	q	8.83	Negative	Other
6483C	chr21	q	33956153	DEL	3	15.885886	33.956153	0.0883492308448487	0.467835269796316	chr21q	8830	21	q	8.83	Negative	Other
6483C	chr21	q	33956153	INS	3	0.008953	33.956153	0.0883492308448487	0.000263663554584643	chr21q	8830	21	q	8.83	Negative	Other
6483C	chr22	p	14249622	BND	2	9.692972	14.249622	0.140354600283432	0.680226605309249	chr22p	9634	22	p	9.634	Positive	Other
6483C	chr22	p	14249622	DEL	1	0.016803	14.249622	0.070177300141716	0.00117918917428125	chr22p	9634	22	p	9.634	Positive	Other
6483C	chr22	p	14249622	INS	2	0.003627	14.249622	0.140354600283432	0.000254533067614004	chr22p	9634	22	p	9.634	Positive	Other
6483C	chr22	q	37075304	DEL	4	0.030055	37.075304	0.10788852870903	0.000810647432587471	chr22q	5352.5	22	q	5.3525	Positive	Other
6483C	chr22	q	37075304	DUP	1	0.027145	37.075304	0.0269721321772574	0.000732158527951652	chr22q	5352.5	22	q	5.3525	Positive	Other
6483C	chr22	q	37075304	INS	2	0.000139	37.075304	0.0539442643545148	3.74912637263878e-06	chr22q	5352.5	22	q	5.3525	Positive	Other
6483C	chr3	p	94076514	BND	7	96.037582	94.076514	0.0744075189690808	1.02084545777281	chr3p	3060	3	p	3.06	Negative	Other
6483C	chr3	p	94076514	DEL	7	0.066937	94.076514	0.0744075189690808	0.000711516585319052	chr3p	3060	3	p	3.06	Negative	Other
6483C	chr3	p	94076514	INS	1	0.001398	94.076514	0.0106296455670115	1.48602445026821e-05	chr3p	3060	3	p	3.06	Negative	Other
6483C	chr3	q	107029434	BND	1	94.517512	107.029434	0.0093432242199842	0.883098307331047	chr3q	5834.5	3	q	5.8345	Negative	Other
6483C	chr3	q	107029434	DEL	8	0.186379	107.029434	0.0747457937598736	0.00174138078689643	chr3q	5834.5	3	q	5.8345	Negative	Other
6483C	chr3	q	107029434	INS	3	0.007827	107.029434	0.0280296726599526	7.31294159698163e-05	chr3q	5834.5	3	q	5.8345	Negative	Other
6483C	chr4	p	52452474	BND	2	0.13942	52.452474	0.0381297553286047	0.00265802524395703	chr4p	6787.25	4	p	6.78725	Negative	Other
6483C	chr4	p	52452474	DEL	3	0.027532	52.452474	0.0571946329929071	0.000524894211853572	chr4p	6787.25	4	p	6.78725	Negative	Other
6483C	chr4	q	141122471	DEL	9	0.013622	141.122471	0.0637743935195126	9.65260876136445e-05	chr4q	5857	4	q	5.857	Positive	Other
6483C	chr4	q	141122471	INS	5	0.011604	141.122471	0.0354302186219514	8.22264513778249e-05	chr4q	5857	4	q	5.857	Positive	Other
6483C	chr4	q	141122471	INV	2	0.016177	141.122471	0.0141720874487806	0.000114630929329462	chr4q	5857	4	q	5.857	Positive	Other
6483C	chr5	p	48317879	BND	2	0.001008	48.317879	0.0413925453971189	2.08618428801479e-05	chr5p	6910	5	p	6.91	Positive	Other
6483C	chr5	p	48317879	DEL	2	0.01334	48.317879	0.0413925453971189	0.000276088277798783	chr5p	6910	5	p	6.91	Positive	Other
6483C	chr5	p	48317879	INS	4	0.008142	48.317879	0.0827850907942379	0.000168509052311671	chr5p	6910	5	p	6.91	Positive	Other
6483C	chr5	q	133727560	BND	6	318.429016	133.72756	0.0448673407336528	2.3811771933923	chr5q	3951	5	q	3.951	Negative	Other
6483C	chr5	q	133727560	DEL	4	0.042998	133.72756	0.0299115604891019	0.000321534319477601	chr5q	3951	5	q	3.951	Negative	Other
6483C	chr5	q	133727560	INS	3	0.001582	133.72756	0.0224336703668264	1.18300221734398e-05	chr5q	3951	5	q	3.951	Negative	Other
6483C	chr6	p	59672548	BND	10	0.012264	59.672548	0.167581246907707	0.000205521641207612	chr6p	3580.5	6	p	3.5805	Negative	Other
6483C	chr6	p	59672548	DEL	17	0.025847	59.672548	0.284888119743102	0.00043314724888235	chr6p	3580.5	6	p	3.5805	Negative	Other
6483C	chr6	p	59672548	INS	11	0.015704	59.672548	0.184339371598478	0.000263169590143863	chr6p	3580.5	6	p	3.5805	Negative	Other
6483C	chr6	q	112454080	BND	2	0.025298	112.45408	0.017785037234754	0.000224962935982403	chr6q	4985.5	6	q	4.9855	Positive	Other
6483C	chr6	q	112454080	DEL	10	0.093888	112.45408	0.0889251861737698	0.00083490078794829	chr6q	4985.5	6	q	4.9855	Positive	Other
6483C	chr6	q	112454080	INS	1	0.003012	112.45408	0.00889251861737698	2.67842660755395e-05	chr6q	4985.5	6	q	4.9855	Positive	Other
6483C	chr7	p	62064435	BND	6	0.235722	62.064435	0.0966737230428344	0.00379802055718384	chr7p	7881.5	7	p	7.8815	Positive	Other
6483C	chr7	p	62064435	INS	3	0.001849	62.064435	0.0483368615214172	2.97916189843668e-05	chr7p	7881.5	7	p	7.8815	Positive	Other
6483C	chr7	p	62064435	INV	1	0.001094	62.064435	0.0161122871738057	1.76268421681435e-05	chr7p	7881.5	7	p	7.8815	Positive	Other
6483C	chr7	q	98502993	BND	4	0.02568	98.502993	0.0406079031527499	0.000260702738240654	chr7q	6405.5	7	q	6.4055	Positive	Other
6483C	chr7	q	98502993	DEL	7	0.042581	98.502993	0.0710638305173123	0.000432281281036811	chr7q	6405.5	7	q	6.4055	Positive	Other
6483C	chr7	q	98502993	DUP	1	0.096571	98.502993	0.0101519757881875	0.000980386453841052	chr7q	6405.5	7	q	6.4055	Positive	Other
6483C	chr8	p	45270456	BND	1	74.911387	45.270456	0.0220894616126685	1.65475220748826	chr8p	6333.5	8	p	6.3335	Negative	Other
6483C	chr8	p	45270456	DEL	1	0.018561	45.270456	0.0220894616126685	0.000410002496992741	chr8p	6333.5	8	p	6.3335	Negative	Other
6483C	chr8	p	45270456	INS	3	0.010726	45.270456	0.0662683848380056	0.000236931565257483	chr8p	6333.5	8	p	6.3335	Negative	Other
6483C	chr8	q	100988875	BND	9	281.973087	100.988875	0.0891187271865342	2.79212029047754	chr8q	4014.5	8	q	4.0145	Negative	Other
6483C	chr8	q	100988875	DEL	3	13.768589	100.988875	0.0297062423955114	0.136337680759391	chr8q	4014.5	8	q	4.0145	Negative	Other
6483C	chr8	q	100988875	INS	3	0.003139	100.988875	0.0297062423955114	3.10826316265034e-05	chr8q	4014.5	8	q	4.0145	Negative	Other
6483C	chr8	q	100988875	INV	1	0.000887	100.988875	0.0099020807985038	8.78314566827287e-06	chr8q	4014.5	8	q	4.0145	Negative	Other
6483C	chr9	p	46267185	DEL	1	0.014888	46.267185	0.0216135907122943	0.000321783138524637	chr9p	3180	9	p	3.18	Negative	Other
6483C	chr9	p	46267185	DUP	1	0.310112	46.267185	0.0216135907122943	0.006702633842971	chr9p	3180	9	p	3.18	Negative	Other
6483C	chr9	p	46267185	INS	2	0.013302	46.267185	0.0432271814245885	0.000287503983654938	chr9p	3180	9	p	3.18	Negative	Other
6500D	chr1	p	124048267	DEL	4	0.030467	124.048267	0.0322455129502132	0.000245606010763536	chr1p	4352	1	p	4.352	Negative	Other
6500D	chr1	p	124048267	DUP	2	0.014337	124.048267	0.0161227564751066	0.000115575979791802	chr1p	4352	1	p	4.352	Negative	Other
6500D	chr1	p	124048267	INS	1	0.005306	124.048267	0.00806137823755329	4.27736729284578e-05	chr1p	4352	1	p	4.352	Negative	Other
6500D	chr1	p	124048267	INV	1	0.000834	124.048267	0.00806137823755329	6.72318945011944e-06	chr1p	4352	1	p	4.352	Negative	Other
6500D	chr1	q	124339061	BND	2	0.002392	124.339061	0.0160850498943369	1.92377196736269e-05	chr1q	5630	1	q	5.63	Negative	Other
6500D	chr1	q	124339061	DEL	5	0.061724	124.339061	0.0402126247358423	0.000496416809839026	chr1q	5630	1	q	5.63	Negative	Other
6500D	chr1	q	124339061	DUP	1	0.006393	124.339061	0.00804252494716845	5.14158619872479e-05	chr1q	5630	1	q	5.63	Negative	Other
6500D	chr1	q	124339061	INS	3	0.001658	124.339061	0.0241275748415054	1.33345063624053e-05	chr1q	5630	1	q	5.63	Negative	Other
6500D	chr10	p	40649191	BND	2	0.01802	40.649191	0.0492014711928707	0.000443305255447765	chr10p	4404.66666666667	10	p	4.40466666666667	Negative	Other
6500D	chr10	p	40649191	DEL	5	0.00993	40.649191	0.123003677982177	0.000244285304472603	chr10p	4404.66666666667	10	p	4.40466666666667	Negative	Other
6500D	chr10	p	40649191	INS	2	0.004541	40.649191	0.0492014711928707	0.000111711940343413	chr10p	4404.66666666667	10	p	4.40466666666667	Negative	Other
6500D	chr10	q	94108943	BND	4	0.0186	94.108943	0.0425039307900844	0.000197643278173893	chr10q	5336.5	10	q	5.3365	Positive	Other
6500D	chr10	q	94108943	DEL	3	0.016582	94.108943	0.0318779480925633	0.000176200045090295	chr10q	5336.5	10	q	5.3365	Positive	Other
6500D	chr10	q	94108943	INS	3	0.004279	94.108943	0.0318779480925633	4.54685799626928e-05	chr10q	5336.5	10	q	5.3365	Positive	Other
6500D	chr11	q	82384456	BND	2	0.0013	82.384456	0.0242764241837077	1.577967571941e-05	chr11q	5690	11	q	5.69	Negative	Other
6500D	chr11	q	82384456	DEL	2	0.021904	82.384456	0.0242764241837077	0.000265875397659966	chr11q	5690	11	q	5.69	Negative	Other
6500D	chr11	q	82384456	DUP	1	0.008385	82.384456	0.0121382120918538	0.000101778908390194	chr11q	5690	11	q	5.69	Negative	Other
6500D	chr11	q	82384456	INS	3	0.004518	82.384456	0.0364146362755615	5.48404422309956e-05	chr11q	5690	11	q	5.69	Negative	Other
